"views","likes","dislikes","comment_count","days_trending","days_after_publish","num_tags","title_word_count","description_word_count","category_id","Country","engagement","category"
4416051,218247,5076,22179,8,0,12,12,84,"10","USA",0.05559310796003035,"Music"
120797,740,54,222,1,1,1,11,135,"24","Canada",0.0084108049040953,"Entertainment"
812247,76664,760,4301,1,1,28,5,225,"23","Canada",0.10061594564215072,"Comedy"
412181,22414,552,1501,1,1,43,8,174,"27","Germany",0.05935984434022917,"Education"
2544874,294023,2984,9792,11,1,35,7,62,"10","United Kingdom",0.1205556738761919,"Music"
2434870,120702,1439,10231,12,1,25,6,233,"22","United Kingdom",0.0543651201090818,"People & Blogs"
1878015,83990,2823,6445,3,1,25,8,306,"23","Canada",0.04965775033745737,"Comedy"
293835,9350,255,1028,11,1,26,5,56,"24","United Kingdom",0.036186975683631974,"Entertainment"
518359,16110,1313,1610,7,1,9,11,142,"28","USA",0.03671779596765948,"Science & Technology"
3031863,121285,1186,6852,3,3,25,8,107,"22","USA",0.04265463182208431,"People & Blogs"
707447,7139,248,573,3,1,30,6,268,"24","Canada",0.011251726277728226,"Entertainment"
653227,17048,506,5232,2,0,2,3,134,"23","Canada",0.034882207869546114,"Comedy"
6369,7,6,0,1,1,8,9,57,"24","Germany",0.0020411367561626627,"Entertainment"
102867,741,86,251,1,1,13,2,8,"22","Germany",0.010479551265225972,"People & Blogs"
414442,7783,421,1053,1,1,28,2,10,"17","Germany",0.022336056673792713,"Sports"
174055,171,156,49,2,1,68,2,0,"24","Canada",0.002160236706788084,"Entertainment"
89945,815,23,65,1,1,2,8,23,"24","Germany",0.010039468564122519,"Entertainment"
247387,5248,166,1047,1,1,18,14,175,"24","Germany",0.026116974618714806,"Entertainment"
52313,11502,52,731,2,1,49,3,118,"23","Germany",0.2348364651233919,"Comedy"
4277,108,2,10,1,1,20,7,60,"2","Germany",0.028057049333645077,"Autos & Vehicles"
5981,0,0,209,1,1,14,15,221,"25","Germany",0.03494398929944825,"News & Politics"
295717,7383,646,1754,6,8,12,7,204,"22","United Kingdom",0.03308230504164455,"People & Blogs"
7045999,40621,5422,3161,4,1,17,11,53,"25","Canada",0.0069832539005469626,"News & Politics"
68381,1444,44,57,1,1,50,7,152,"24","Germany",0.022593995408081192,"Entertainment"
1146653,16320,1274,1365,2,1,19,6,422,"26","Canada",0.016534208692603605,"Howto & Style"
319115,4755,121,498,1,2,19,10,177,"24","Germany",0.01684032402112091,"Entertainment"
3742064,155330,1583,7073,6,1,21,7,72,"10","USA",0.043822339756882836,"Music"
275324,7340,551,470,2,1,28,7,348,"22","Canada",0.03036785750606558,"People & Blogs"
141616,19236,1304,1808,3,1,8,6,151,"24","Germany",0.1578070274545249,"Entertainment"
65600,9394,122,1293,1,1,33,7,37,"28","Germany",0.16477134146341463,"Science & Technology"
80808,795,36,312,1,3,1,10,44,"1","Canada",0.014144639144639145,"Film & Animation"
104354,4304,49,516,1,1,24,13,124,"23","Canada",0.046658489372712116,"Comedy"
157049,2197,169,257,1,1,43,12,61,"25","Canada",0.016701793707696325,"News & Politics"
1820569,61753,2820,4745,7,1,1,8,84,"24","USA",0.0380749095475096,"Entertainment"
142464,14739,100,806,2,1,15,7,136,"2","Germany",0.10981721698113207,"Autos & Vehicles"
10385,28,7,14,1,20,34,9,74,"28","Germany",0.004718343765045739,"Science & Technology"
31240,92,39,0,1,1,38,8,8,"29","Germany",0.004193341869398208,"Nonprofits & Activism"
62713,169,35,35,1,2,12,11,19,"24","Germany",0.0038110120708625007,"Entertainment"
4463,224,6,17,1,1,1,5,46,"27","Germany",0.055343939054447684,"Education"
91365,3388,96,230,2,1,13,3,285,"26","Germany",0.04065013955015597,"Howto & Style"
6283,5,1,2,1,1,6,5,41,"25","Germany",0.001273277096928219,"News & Politics"
1078851,45117,885,4232,3,6,22,9,147,"24","USA",0.04656250028966002,"Entertainment"
1467304,11690,2725,4935,2,1,41,3,24,"25","Germany",0.01318745127117489,"News & Politics"
14010,934,41,254,1,2,8,5,156,"25","Germany",0.08772305496074233,"News & Politics"
15435,70,24,39,1,2,3,8,10,"24","Germany",0.008616780045351474,"Entertainment"
4205551,70309,570,3490,19,1,23,8,115,"24","United Kingdom",0.017683533025755722,"Entertainment"
1002079,534,128,0,6,2,2,3,36,"25","United Kingdom",6.60626557387192E-4,"News & Politics"
33816,281,40,91,1,1,28,9,42,"24","Germany",0.012183581736456115,"Entertainment"
54872560,491089,19919,16826,36,1,7,3,30,"10","United Kingdom",0.00961927054250795,"Music"
623924,24731,720,8527,1,1,34,6,669,"28","Canada",0.05445855584975093,"Science & Technology"
5044,140,6,10,1,1,25,11,529,"26","Germany",0.030927835051546393,"Howto & Style"
2404149,219556,11105,26481,1,1,32,5,93,"24","Canada",0.10695759705409273,"Entertainment"
2793059,159868,3441,10643,4,1,6,3,22,"20","Canada",0.06228010221051542,"Gaming"
11809,36,8,4,1,1,12,11,13,"25","Germany",0.0040646964179862815,"News & Politics"
1039254,37041,4355,11238,6,1,40,7,57,"24","USA",0.05064594410990961,"Entertainment"
173630,4849,331,267,3,1,20,15,242,"20","Germany",0.03137130680181996,"Gaming"
9705,277,6,142,1,1,11,5,143,"17","Canada",0.04379185986604843,"Sports"
24737,0,0,863,4,3,1,10,202,"22","USA",0.03488701135950196,"People & Blogs"
10042,949,15,129,1,1,16,10,394,"15","Germany",0.10884285998805018,"Pets & Animals"
3932,65,3,1,1,2,10,9,155,"22","Germany",0.017548321464903358,"People & Blogs"
37480,0,0,196,2,1,15,10,33,"24","Germany",0.005229455709711847,"Entertainment"
33602,140,13,43,1,2,10,12,62,"24","Germany",0.00583298613177787,"Entertainment"
161247,6751,54,492,3,1,20,16,78,"24","Germany",0.04525355510490118,"Entertainment"
146585,7507,521,522,2,1,7,5,137,"24","Canada",0.05832793259883344,"Entertainment"
179865,1388,25,422,2,0,27,12,153,"24","Canada",0.010202096016456786,"Entertainment"
24310254,292227,10274,12429,4,2,29,12,173,"10","Canada",0.012954615776536107,"Music"
245522,17452,1773,4891,1,1,10,10,199,"24","Canada",0.09822337713117359,"Entertainment"
44535,1153,13,134,1,1,8,11,1,"24","Canada",0.029190524306725047,"Entertainment"
56720,1052,286,262,2,2,22,11,61,"22","Germany",0.028208744710860368,"People & Blogs"
41523,1988,70,176,2,1,32,9,99,"26","USA",0.053801507598198586,"Howto & Style"
373543,26776,417,1793,1,1,16,10,40,"10","Canada",0.0775974921227275,"Music"
605918,5565,136,402,7,2,21,8,179,"15","USA",0.010072320016899977,"Pets & Animals"
713784,10904,480,741,6,1,31,14,60,"23","USA",0.01698693162077043,"Comedy"
177274,3517,140,659,1,1,28,12,315,"24","Canada",0.02434649187134041,"Entertainment"
1916015,66506,2420,10248,7,1,29,12,215,"26","USA",0.041322223469022944,"Howto & Style"
54005,42,14,33,1,1,47,7,12,"22","Canada",0.0016479955559670402,"People & Blogs"
2313,112,1,15,1,1,9,6,23,"22","Canada",0.05533938607868569,"People & Blogs"
105810,867,117,729,1,0,25,4,2,"25","Germany",0.01618939608732634,"News & Politics"
222470,23483,253,1469,1,1,14,5,100,"24","Canada",0.11329617476513687,"Entertainment"
66769,497,39,143,1,1,8,2,6,"22","Germany",0.01016938998637092,"People & Blogs"
573726,28965,288,2092,2,0,31,6,131,"20","Canada",0.054634093626574357,"Gaming"
226800,2167,123,1137,1,1,51,8,219,"17","USA",0.015110229276895943,"Sports"
1073622,6465,1455,3783,2,1,24,5,100,"24","Germany",0.010900484528074126,"Entertainment"
66682,1916,33,227,1,1,28,15,186,"24","Germany",0.03263249452625896,"Entertainment"
758809,3649,212,443,1,1,28,8,85,"24","Canada",0.005672046588799026,"Entertainment"
4851,31,0,0,1,1,1,12,65,"17","Canada",0.006390434961863534,"Sports"
33757,535,70,278,1,0,5,18,17,"24","Germany",0.0261575376958853,"Entertainment"
2949050,29493,2378,19853,5,3,1,11,97,"23","USA",0.017539207541411642,"Comedy"
43886,2234,68,122,1,1,16,11,182,"26","Germany",0.05523401540354555,"Howto & Style"
120802,1131,92,642,1,3,20,15,157,"17","USA",0.015438486117779506,"Sports"
1060447,27198,192,772,1,1,40,15,147,"24","Germany",0.02655672560722035,"Entertainment"
10438,19,18,110,1,1,14,7,47,"25","Canada",0.014083157693044645,"News & Politics"
2783,46,9,10,1,1,16,14,20,"17","Germany",0.02335609054976644,"Sports"
2800,36,1,1,1,1,14,6,97,"25","Germany",0.013571428571428571,"News & Politics"
15017,0,0,74,1,1,7,11,1,"24","Germany",0.004927748551641473,"Entertainment"
5698,457,11,175,1,1,1,3,1,"27","Germany",0.11284661284661285,"Education"
986787,122732,5006,20509,1,1,37,13,563,"24","Germany",0.15023201562241903,"Entertainment"
1267977,2028,304,1586,2,4,41,9,65,"17","USA",0.0030899614109719657,"Sports"
9218,38,5,2,1,1,18,10,108,"25","Germany",0.004881753091776958,"News & Politics"
658472,9831,7156,23,1,2,18,18,108,"20","Germany",0.025832533501804176,"Gaming"
38298,207,10,1,1,1,20,10,38,"1","Germany",0.005692203248211395,"Film & Animation"
76474,512,40,41,3,1,20,2,94,"17","Germany",0.007754269424902581,"Sports"
130057,5362,107,650,1,0,14,10,50,"22","Canada",0.04704860176691758,"People & Blogs"
418749,9267,1449,997,3,3,28,11,183,"24","USA",0.0279714100809793,"Entertainment"
3745968,50925,5906,4846,9,1,39,5,84,"24","USA",0.01646490306377417,"Entertainment"
607099,11719,916,4360,2,1,15,13,90,"2","Canada",0.02799378684530859,"Autos & Vehicles"
49762,538,12,13,1,1,1,7,1,"22","Germany",0.011313853944777139,"People & Blogs"
372710,2314,623,2726,3,1,34,14,93,"22","Canada",0.015194118751844598,"People & Blogs"
89922,758,32,202,1,1,8,9,1,"25","Canada",0.011031783100909678,"News & Politics"
14905,0,0,0,1,1,18,7,208,"25","Germany",0.0,"News & Politics"
954334,3762,623,5043,1,2,4,6,17,"25","Canada",0.00987914084586738,"News & Politics"
484138,8430,2604,4331,1,1,6,2,54,"25","Germany",0.031736818840908995,"News & Politics"
1668,21,0,0,1,1,9,16,69,"17","Germany",0.012589928057553957,"Sports"
2044300,19749,1182,1694,10,2,30,12,78,"28","USA",0.011067358019860099,"Science & Technology"
283184,714,348,787,2,1,8,16,116,"25","Canada",0.006529323690603989,"News & Politics"
110985,2776,531,2329,6,2,27,13,56,"24","USA",0.05078163715817453,"Entertainment"
12294,64,22,11,1,1,18,11,32,"24","Germany",0.00789002765576704,"Entertainment"
1808784,68556,5864,6872,3,6,17,8,60,"26","USA",0.04494290086599616,"Howto & Style"
24092,173,6,41,1,1,17,13,120,"17","Germany",0.00913166196247717,"Sports"
144246,1259,232,1086,2,1,4,9,31,"22","Canada",0.01786531342290254,"People & Blogs"
37831,2543,15,238,7,5,33,9,153,"15","United Kingdom",0.07390764188099706,"Pets & Animals"
365234,43263,1437,960,1,4,16,9,80,"24","Germany",0.12501574333167229,"Entertainment"
116007,3000,213,382,7,1,27,7,121,"26","United Kingdom",0.030989509253751928,"Howto & Style"
91193,641,97,82,1,2,26,13,192,"24","USA",0.008991918239338545,"Entertainment"
474777,0,0,0,1,1,1,6,22,"24","Germany",0.0,"Entertainment"
364940,2309,119,377,2,1,21,8,304,"1","Germany",0.007686194990957418,"Film & Animation"
15583,1734,12,173,1,1,13,9,107,"24","Germany",0.1231470191875762,"Entertainment"
23294,326,13,17,2,1,12,10,89,"22","Germany",0.015282905469219541,"People & Blogs"
622925,30098,2516,1611,4,1,20,5,222,"10","Germany",0.05494240879720673,"Music"
193956,4852,95,450,3,1,25,11,249,"22","Canada",0.027825898657427458,"People & Blogs"
130333,0,0,594,1,2,63,3,37,"25","Canada",0.004557556413187757,"News & Politics"
18509,2568,41,189,1,1,1,12,125,"10","Germany",0.1511697012264304,"Music"
38083,299,33,75,1,1,28,9,71,"24","Germany",0.01068718325762151,"Entertainment"
4286,98,5,6,1,1,43,8,49,"26","Germany",0.02543163789080728,"Howto & Style"
254592,3846,163,465,2,1,5,12,221,"1","Canada",0.0175732151835093,"Film & Animation"
306485,9573,396,3148,1,1,20,5,137,"28","Canada",0.042798179356249084,"Science & Technology"
32496,85,2,9,1,1,26,10,86,"24","Germany",0.0029542097488921715,"Entertainment"
3052453,74933,5678,14561,5,1,32,6,691,"28","USA",0.03117885844597771,"Science & Technology"
3635,159,4,62,1,1,18,6,61,"26","Germany",0.061898211829436035,"Howto & Style"
264532,11416,212,2127,2,1,33,7,196,"15","Canada",0.05199748990670316,"Pets & Animals"
1660602,21017,1061,1549,3,1,12,5,198,"24","Germany",0.01422797274723263,"Entertainment"
42437,35,6,46,1,1,14,2,26,"24","Canada",0.0020500977920211135,"Entertainment"
4173,444,7,102,1,1,10,5,26,"17","Germany",0.13251857177090823,"Sports"
5131,350,7,51,1,1,19,8,213,"26","Germany",0.07951666341843695,"Howto & Style"
389099,13593,106,1101,1,1,21,13,59,"17","Canada",0.03803659222974102,"Sports"
91333,5595,58,431,1,1,14,7,207,"26","Canada",0.06661338180066351,"Howto & Style"
826676,3710,191,2507,1,1,6,13,38,"17","Germany",0.007751525386003706,"Sports"
154249,1836,246,958,2,1,18,11,61,"25","Canada",0.0197083935714332,"News & Politics"
523769,19466,280,2379,2,1,9,6,91,"23","Canada",0.04224190435096388,"Comedy"
7724,122,6,11,1,1,3,8,8,"22","Germany",0.01799585706887623,"People & Blogs"
561924,2804,821,156,1,1,13,6,69,"43","Germany",0.00672866793374193,"Shows"
3752,461,8,54,1,0,27,8,144,"24","Germany",0.13939232409381663,"Entertainment"
8500,255,61,163,1,1,6,11,24,"25","Germany",0.056352941176470585,"News & Politics"
156917,476,26,55,1,1,19,7,60,"24","Canada",0.003549647265751958,"Entertainment"
29270,1187,109,268,2,1,5,4,160,"25","Germany",0.05343354970960027,"News & Politics"
4628,345,1,13,1,1,11,6,22,"23","Germany",0.07757130509939499,"Comedy"
720954,7604,396,1476,1,1,18,9,105,"24","Canada",0.013143695714289678,"Entertainment"
199493,658,82,101,1,1,22,12,31,"17","Germany",0.004215686765951687,"Sports"
133903,1065,140,226,2,1,1,6,24,"22","Germany",0.010686840474074517,"People & Blogs"
455994,26341,888,2792,1,1,4,2,1,"23","Germany",0.06583639258411295,"Comedy"
11788471,528123,30458,46175,5,1,26,6,67,"10","Canada",0.05130063092999932,"Music"
392289,18217,409,2580,1,1,13,13,34,"10","Canada",0.05405708546505255,"Music"
4671337,120291,1335,8665,4,1,26,4,229,"24","Canada",0.027891586498683354,"Entertainment"
828677,26231,722,2657,1,1,18,4,237,"28","Germany",0.03573165419095739,"Science & Technology"
12678,1201,53,71,2,1,13,6,47,"26","Germany",0.10451175264237261,"Howto & Style"
390809,10511,475,975,2,1,22,13,208,"24","Germany",0.030605743470595612,"Entertainment"
555995,18233,196,565,3,1,48,8,126,"1","Canada",0.03416217771742552,"Film & Animation"
107907,360,72,292,4,1,24,8,166,"17","USA",0.006709481312611786,"Sports"
199402,13423,377,723,2,1,9,9,13,"23","Canada",0.07283276998224691,"Comedy"
1875,153,1,12,1,1,5,12,759,"22","Germany",0.08853333333333334,"People & Blogs"
293649,31138,221,2315,1,1,19,8,73,"17","Canada",0.11467432206477801,"Sports"
1771445,96543,4414,19114,2,1,15,7,234,"28","Germany",0.0677813875113255,"Science & Technology"
221236,30385,1470,3195,1,1,37,11,238,"24","Germany",0.15842810392522014,"Entertainment"
83547,710,602,87,1,14,9,8,17,"22","Germany",0.01674506565166912,"People & Blogs"
1603256,15469,1068,32,1,1,29,5,35,"25","Germany",0.010334594101004456,"News & Politics"
23393,920,52,0,1,1,1,11,40,"23","Germany",0.04155089129226692,"Comedy"
1572637,10051,1315,0,3,1,22,7,28,"1","Germany",0.0072273512577918485,"Film & Animation"
185279,1328,193,630,1,1,8,20,480,"24","Germany",0.011609518617868188,"Entertainment"
6574,620,7,38,1,1,4,9,308,"26","Germany",0.10115606936416185,"Howto & Style"
292124,10985,207,0,1,0,16,12,77,"10","Canada",0.03831249743259712,"Music"
335048,21372,518,1623,1,1,1,11,33,"22","Canada",0.070178004345646,"People & Blogs"
5855069,171218,2491,8157,14,1,42,5,136,"10","United Kingdom",0.031061290652595212,"Music"
986538,25334,1742,1629,3,2,33,9,283,"22","USA",0.029096699772335175,"People & Blogs"
31593,1810,67,103,1,1,7,15,216,"24","Germany",0.06267211091064476,"Entertainment"
21964337,31576,26891,2456,8,3,1,5,30,"24","United Kingdom",0.002773723604768949,"Entertainment"
20821,400,24,37,1,1,22,13,53,"24","Germany",0.022141107535661113,"Entertainment"
949695,18316,267,889,3,11,19,7,209,"22","United Kingdom",0.020503424783746362,"People & Blogs"
92493,3311,76,222,2,1,12,5,283,"26","Germany",0.03901916901819597,"Howto & Style"
100398,569,87,176,1,1,10,14,99,"25","Germany",0.008287017669674695,"News & Politics"
993653,97910,9578,9039,3,1,19,11,176,"24","Germany",0.11727132107486216,"Entertainment"
9712,290,7,6,1,1,22,13,171,"26","Germany",0.03119851729818781,"Howto & Style"
21127,747,42,100,1,2,11,8,165,"24","Germany",0.04207885643962702,"Entertainment"
391987,16654,102,1257,1,1,1,6,1,"22","Germany",0.045953054565585086,"People & Blogs"
48526,255,322,155,6,1,2,4,116,"24","USA",0.015084696863537073,"Entertainment"
144004,513,202,59,1,1,20,8,91,"24","Canada",0.005374850698591706,"Entertainment"
300622,17145,1352,1469,3,1,29,9,121,"24","Germany",0.06641563159050236,"Entertainment"
200357,2592,113,100,1,1,31,13,169,"24","Germany",0.014000009982181805,"Entertainment"
58777,1104,20,43,1,1,13,8,147,"24","Germany",0.019854705071711724,"Entertainment"
8559,956,8,53,1,1,22,9,210,"22","Germany",0.11882229232386961,"People & Blogs"
111196,3112,66,169,1,3,20,7,218,"24","Germany",0.0301000035972517,"Entertainment"
788511,29921,487,8334,1,1,33,9,287,"24","Germany",0.049133112917892074,"Entertainment"
48838,397,13,51,1,1,11,12,61,"1","Canada",0.009439370981612679,"Film & Animation"
7536,588,4,65,1,1,1,10,45,"22","Germany",0.08718152866242038,"People & Blogs"
494907,1660,4285,1078,8,0,9,5,12,"26","USA",0.014190544890252108,"Howto & Style"
6580,528,10,13,1,1,15,4,187,"26","Germany",0.08373860182370821,"Howto & Style"
273446,14881,216,2257,1,1,15,7,99,"24","Canada",0.06346408431646468,"Entertainment"
1071142,28805,745,1827,3,1,22,15,241,"10","Canada",0.029293034910404036,"Music"
1087483,94804,1607,7228,2,1,8,5,75,"23","Canada",0.09530171965906593,"Comedy"
319103,1119,116,818,2,1,16,11,66,"17","Canada",0.006433659351369307,"Sports"
1408,80,10,8,1,1,2,5,1,"10","Germany",0.06960227272727272,"Music"
220430,17609,1230,2767,2,1,18,14,124,"24","Canada",0.09801751122805426,"Entertainment"
15127,153,10,5,5,3,1,9,92,"1","USA",0.011105969458583989,"Film & Animation"
1705512,35618,4341,2288,4,2,28,10,309,"24","Germany",0.02477086059787325,"Entertainment"
366408,8569,242,434,7,1,7,5,30,"24","USA",0.025231435994847274,"Entertainment"
36859,123,14,34,1,1,17,17,94,"24","Germany",0.004639301120486177,"Entertainment"
4496300,11696,3061,1304,26,5,37,16,76,"24","United Kingdom",0.003572048128461179,"Entertainment"
12909,113,18,7,1,1,13,2,13,"22","Germany",0.010690216128282594,"People & Blogs"
26012,814,28,147,1,2,11,8,137,"17","Germany",0.038020913424573276,"Sports"
363807,16083,226,1075,2,1,9,8,146,"22","Germany",0.047783577556231735,"People & Blogs"
3174,21,4,3,1,1,13,10,76,"24","Germany",0.008821676118462508,"Entertainment"
154098,2395,330,1238,1,1,4,14,33,"24","Canada",0.02571740061519293,"Entertainment"
301908,12692,3842,2276,1,1,15,10,66,"24","Canada",0.06230374816169164,"Entertainment"
56158,2605,38,376,1,1,42,5,88,"2","Germany",0.05375903700274226,"Autos & Vehicles"
81174,258,119,285,2,1,3,7,8,"26","Canada",0.008155320669179787,"Howto & Style"
4799,195,6,11,1,1,5,15,382,"27","Germany",0.04417586997291102,"Education"
8839,109,8,0,2,1,1,7,49,"25","Germany",0.013236791492250254,"News & Politics"
292630,15114,87,510,2,1,35,12,116,"23","Canada",0.053688958753374566,"Comedy"
301445,2085,232,368,1,1,37,7,47,"24","Canada",0.008907097480469073,"Entertainment"
409951,4978,385,513,2,1,13,10,60,"24","Germany",0.014333420335601085,"Entertainment"
45852,617,249,56,1,2,31,8,232,"24","Germany",0.02010817412544709,"Entertainment"
45694,425,66,36,9,4,11,10,371,"10","United Kingdom",0.011533242876526458,"Music"
35021,114,36,33,1,1,13,6,13,"22","Germany",0.005225436166871306,"People & Blogs"
6217,553,5,178,1,1,45,12,652,"28","Germany",0.11838507318642431,"Science & Technology"
99273,3398,217,294,1,1,19,7,221,"2","Germany",0.039376265449820196,"Autos & Vehicles"
123356,88,24,118,1,2,22,4,78,"1","Canada",0.0018645221959207496,"Film & Animation"
79077,4276,60,542,1,1,33,4,360,"26","Canada",0.06168671042148792,"Howto & Style"
508079,8837,714,3085,1,1,41,13,156,"17","Canada",0.024870148146252845,"Sports"
110744,8326,48,757,1,1,16,8,182,"26","Canada",0.08245141948999495,"Howto & Style"
145171,2449,86,342,1,3,24,6,100,"24","Germany",0.01981800772881636,"Entertainment"
366740,4477,109,361,1,2,16,8,149,"24","Canada",0.013489120357746633,"Entertainment"
1759634,90950,1323,9630,10,1,29,7,165,"24","United Kingdom",0.057911474772594757,"Entertainment"
590282,2341,707,391,21,5,10,8,319,"24","United Kingdom",0.005826028914993173,"Entertainment"
139381,441,136,249,17,2,17,19,92,"17","United Kingdom",0.005926202280081216,"Sports"
606359,2774,408,389,1,1,7,11,11,"22","Germany",0.005889250427551995,"People & Blogs"
3263604,20444,1869,1669,5,0,22,12,18,"24","Germany",0.0073483179944625636,"Entertainment"
3220,144,19,104,1,1,5,4,28,"25","Germany",0.0829192546583851,"News & Politics"
7655,209,12,0,1,1,30,7,411,"22","Germany",0.028870019595035924,"People & Blogs"
107633,4265,203,218,1,0,17,8,50,"26","Canada",0.043536833499019816,"Howto & Style"
227115,4172,41,79,1,1,33,15,333,"17","Germany",0.018897915153116264,"Sports"
428090,3709,433,2952,1,1,31,5,50,"24","Canada",0.016571281739821066,"Entertainment"
1175010,9490,4071,3070,5,1,29,11,77,"24","Germany",0.014153922094280048,"Entertainment"
217692,1578,175,2069,1,1,30,4,47,"25","Germany",0.017556915274791907,"News & Politics"
303286,2118,304,259,3,1,1,11,12,"22","Canada",0.00883984094221296,"People & Blogs"
6998,422,10,96,1,1,29,11,497,"26","Germany",0.07545012860817377,"Howto & Style"
46514582,464054,21839,18391,29,3,12,10,29,"10","United Kingdom",0.010841417429054829,"Music"
26328,2546,17,107,1,2,29,6,55,"10","Germany",0.10141294439380127,"Music"
1025460,81080,2640,32517,1,1,26,11,187,"24","Germany",0.11335108146587873,"Entertainment"
46469,6882,33,19251,1,1,16,3,198,"24","Germany",0.5630850674643311,"Entertainment"
9616,42,5,11,1,1,19,10,46,"17","Canada",0.006031613976705491,"Sports"
77275,103,24,59,1,1,37,6,64,"1","Canada",0.0024069880297638304,"Film & Animation"
1060116,20125,178,13853,2,1,13,9,148,"24","Germany",0.0322191156439484,"Entertainment"
7357,15,5,2,1,1,1,4,1,"25","Canada",0.0029903493271714013,"News & Politics"
149195,8458,569,1302,3,1,7,10,241,"24","Germany",0.06923154261201783,"Entertainment"
4649,73,8,14,1,1,21,5,609,"24","Germany",0.020434502043450205,"Entertainment"
112360,2998,204,0,1,1,18,17,98,"24","Canada",0.028497686009255962,"Entertainment"
469361,27596,588,639,3,1,25,11,121,"24","Germany",0.061409022053387476,"Entertainment"
519516,11430,645,1795,2,1,23,11,293,"43","Canada",0.02669792653161789,"Shows"
784820,30011,283,1076,7,2,8,11,107,"10","USA",0.03997094875258021,"Music"
1227441,16372,1468,2502,1,1,8,3,12,"17","Germany",0.016572690662932068,"Sports"
786750,14914,512,1747,20,1,31,10,229,"19","USA",0.02182777248172863,"Travel & Events"
197318,1346,78,737,2,1,8,5,1,"22","Canada",0.010951864502985029,"People & Blogs"
5004,151,32,34,1,1,43,5,497,"2","Germany",0.04336530775379696,"Autos & Vehicles"
313328,8890,460,1557,1,1,44,8,233,"27","Canada",0.034810166981565645,"Education"
28942,65,36,47,1,1,23,17,74,"24","Germany",0.005113675627116301,"Entertainment"
5856,112,1,13,1,2,26,22,227,"24","Germany",0.02151639344262295,"Entertainment"
67465,3336,17,556,2,1,34,13,90,"1","Germany",0.0579411546727933,"Film & Animation"
453753,26818,437,7277,1,1,4,10,40,"24","Canada",0.07610307810637065,"Entertainment"
3683523,113231,5488,17462,13,2,11,3,37,"1","United Kingdom",0.036970313474355934,"Film & Animation"
30126,232,36,52,1,1,12,2,13,"25","Germany",0.010622054039699926,"News & Politics"
7772,422,35,0,1,1,17,12,704,"22","Germany",0.05880082346886258,"People & Blogs"
8353760,295999,29519,17491,3,1,18,7,110,"24","Canada",0.04106043266744556,"Entertainment"
4088,17,1,0,1,1,1,10,1,"22","Germany",0.004403131115459882,"People & Blogs"
193202,1654,296,368,1,1,18,6,72,"1","Germany",0.01199780540574114,"Film & Animation"
82270,971,599,253,3,1,22,12,61,"22","Germany",0.02215874559377659,"People & Blogs"
137219,6364,91,565,1,1,31,6,214,"27","Canada",0.05115909604355082,"Education"
4902,65,7,13,1,0,13,11,18,"24","Germany",0.01733986128110975,"Entertainment"
341356,11329,295,3288,1,1,41,3,134,"23","Germany",0.04368459906959304,"Comedy"
142145,1129,19,267,1,1,13,6,52,"24","Germany",0.009954623799641212,"Entertainment"
109073,2452,26,100,1,1,21,8,32,"24","Canada",0.023635546835605512,"Entertainment"
208633,26784,163,2816,2,1,11,6,65,"22","Canada",0.14265720188081463,"People & Blogs"
100551,1038,268,1236,1,1,23,7,21,"25","Canada",0.02528070332468101,"News & Politics"
64292,6724,86,459,2,1,16,11,283,"20","Germany",0.11306227835500529,"Gaming"
5216,215,31,24,1,1,36,5,202,"27","Germany",0.051763803680981595,"Education"
490333,32790,1238,5578,3,1,6,12,73,"20","Germany",0.0807736782961783,"Gaming"
428473,2397,527,8171,1,1,37,5,69,"25","Germany",0.025894280386395407,"News & Politics"
154363,2603,324,485,8,2,22,7,61,"2","USA",0.02210374247714802,"Autos & Vehicles"
70722,5940,100,375,2,1,25,14,89,"24","Germany",0.09070727637793048,"Entertainment"
100021,3147,149,407,1,1,11,9,451,"26","Germany",0.03702222533268014,"Howto & Style"
20241,64,15,5,1,1,5,11,16,"25","Germany",0.004149992589298948,"News & Politics"
531285,12087,241,290,1,1,36,8,24,"24","USA",0.02374996470820746,"Entertainment"
125058,5121,94,414,2,1,3,12,66,"20","Germany",0.04501111484271298,"Gaming"
80601,8040,82,483,1,1,9,9,507,"20","Germany",0.10676046202900709,"Gaming"
163654,2875,85,264,1,2,22,13,87,"23","Germany",0.01970009898933115,"Comedy"
12073,312,29,0,1,2,28,6,549,"22","Germany",0.02824484386647892,"People & Blogs"
27926,1661,59,142,1,1,30,5,64,"24","Germany",0.06667621571295566,"Entertainment"
476376,15792,904,8987,2,1,18,8,161,"28","Canada",0.05391329538011991,"Science & Technology"
8067,0,0,18,1,1,1,8,40,"22","Germany",0.002231312755671253,"People & Blogs"
24232,995,71,385,1,1,17,11,145,"24","Germany",0.05987949818421921,"Entertainment"
16225,1342,10,369,1,1,6,15,25,"25","Germany",0.1060708782742681,"News & Politics"
491697,1384,398,215,1,2,24,10,2,"24","Canada",0.004061444344789575,"Entertainment"
4350,248,14,24,1,1,33,11,316,"26","Germany",0.06574712643678161,"Howto & Style"
848493,3464,176,605,1,2,28,6,113,"25","Germany",0.00500298764986865,"News & Politics"
18855,1268,21,129,2,1,21,8,186,"26","Germany",0.07520551577830814,"Howto & Style"
174804,3314,500,332,1,1,20,10,168,"24","Canada",0.023717992723278642,"Entertainment"
